rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt", new,Home/Away,Win/Loss,Season,USU_rank,USU_team,USU_conf,USU_record,USU_adjoe,USU_oe Rank,USU_adjde,USU_de Rank,USU_barthag,USU_rank.1,USU_proj. W,USU_Proj. L,USU_Pro Con W,USU_Pro Con L,USU_Con Rec.,USU_sos,USU_ncsos,USU_consos,USU_Proj. SOS,USU_Proj. Noncon SOS,USU_Proj. Con SOS,USU_elite SOS,USU_elite noncon SOS,USU_Opp OE,USU_Opp DE,USU_Opp Proj. OE,USU_Opp Proj DE,USU_Con Adj OE,USU_Con Adj DE,USU_Qual O,USU_Qual D,USU_Qual Barthag,USU_Qual Games,USU_FUN,USU_ConPF,USU_ConPA,USU_ConPoss,USU_ConOE,USU_ConDE,USU_ConSOSRemain,USU_Conf Win%,USU_WAB,USU_WAB Rk,"USU_Fun Rk, adjt",USU_ new
156,Idaho,WAC,13-16,104.45464936517808,145,103.17619609413164,185,0.5353460838060454,156,13,16,6,10,6-10,0.5435617164769588,0.4656376298355404,0.5855266100052952,0.5435617164769588,0.4656376298355404,0.5855266100052952,0.8291452295839745,0.8718197926598283,104.66440705371652,102.5816170905976,104.66440705371652,102.5816170905976,102.89794168812898,100.36943020755196,119.79781741223609,128.72962421549266,0.304290104709405,2,-0.0303698517791347,1079.0,1094.0,1047.9,1.0296784044279033,1.043992747399561,0,0.375,-9.406550687914825,195,239,64.98030446279009,H,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
80,Nevada,WAC,20-13,113.37901232825229,33,102.94723228192842,177,0.7521248439817035,80,20,13,11,5,11-5,0.5980693493065333,0.6155115041630203,0.5589200321691673,0.5980693493065333,0.6155115041630203,0.5589200321691673,0.7786115100463311,0.7370855171611096,106.74388822881232,102.23309314770336,106.74388822881232,102.23309314770336,109.9722188576125,102.53973613496971,131.06973989125214,116.36684487306202,0.797104017938237,7,-0.0012199770940085,1242.0,1192.0,1128.575,1.100502846509979,1.056199189243072,0,0.6875,-3.787615736772661,94,172,68.21334030804333,H,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
158,Boise St.,WAC,14-17,101.99580259847698,183,100.9332940065371,138,0.5300701452721843,158,14,17,5,11,5-11,0.4895892690739089,0.3499778788958272,0.5861695073359136,0.4895892690739089,0.3499778788958272,0.5861695073359136,0.8449998916917892,0.9087978249492328,104.7517980988224,105.14722783391308,104.7517980988224,105.14722783391308,101.42890500486516,99.66481297106868,105.4721551748208,104.7642137601982,0.5193527169081784,4,-0.0849368509027928,1175.0,1187.0,1146.15,1.0251712254067968,1.0356410591981853,0,0.3125,-10.695218298463883,218,329,69.83594838843115,A,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
192,San Jose St.,WAC,13-17,109.69658252516687,64,111.4312729582937,322,0.4550138035058062,192,13,17,6,10,6-10,0.5371661179041027,0.4573233193434711,0.5953139373396351,0.5371661179041027,0.4573233193434711,0.5953139373396351,0.8290483101368465,0.8560176067806433,104.63945121100312,102.78111295733387,104.63945121100312,102.78111295733387,110.80587698011524,112.4003299809892,113.53103592881068,112.97089283437674,0.5142160435493697,3,0.0110594468800693,1173.0,1235.0,1061.2875,1.1052612981873433,1.16368090644618,0,0.375,-10.234812450216292,214,143,65.35305264080729,A,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
120,Louisiana Tech,WAC,24-11,104.11897848471412,150,99.4294169389286,103,0.6294812281956518,120,24,11,9,7,9-7,0.5309929942125796,0.4380374533164921,0.5740331186932371,0.5309929942125796,0.4380374533164921,0.5740331186932371,0.8169454637830619,0.8438490888619794,105.04618022053786,103.5748185609672,105.04618022053786,103.5748185609672,102.23371776964834,96.32850534521572,116.81030928783078,107.99090844592924,0.7115244232315103,4,0.126100999665414,1126.0,1104.0,1095.1125,1.0282048647969957,1.0081156045611752,0,0.5625,-2.3566876338780016,78,6,67.31636886462162,H,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
63,Wichita St.,MVC,24-10,109.35380561203807,68,96.88693979827327,67,0.800911964683532,63,24,10,12,6,12-6,0.5834830125126793,0.4164802953693279,0.6542739521403724,0.5834830125126793,0.4164802953693279,0.6542739521403724,0.7987172015611229,0.8537531719385704,104.76002248401971,101.54909645688195,104.76002248401971,101.54909645688195,108.02966014682036,95.68329153378548,112.17346460394305,99.47103461557214,0.7993231936784096,5,0.0293838770651351,1212.0,1136.0,1148.3499999999997,1.0554273522880655,0.989245439108286,0,0.6666666666666666,-0.3205072166272776,56,98,64.25992549288196,H,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
244,Hawaii,WAC,9-20,100.67260032877944,201,107.8468936581698,270,0.3118150625031785,244,9,20,3,13,3-13,0.5303477253449945,0.4288193144409851,0.6128395592045023,0.5303477253449945,0.4288193144409851,0.6128395592045023,0.8369723141117372,0.8803221475830656,105.29609874056833,104.08793027687524,105.29609874056833,104.08793027687524,95.77466045931504,103.7145925327032,122.76081610620824,140.04791556380732,0.1801860473148439,4,-0.0441178031390847,994.0,1154.0,1050.575,0.9461485377055422,1.0984460890464744,0,0.1875,-13.73524310818132,267,270,64.54432434813232,A,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
182,Fresno St.,WAC,14-18,98.81847780108582,235,99.78949375045804,111,0.4719169877851059,182,14,18,7,9,7-9,0.5446304693185918,0.4871086246231285,0.593254026290496,0.5446304693185918,0.4871086246231285,0.593254026290496,0.8379815765657699,0.8700811381373498,104.60824980371392,102.47335520327272,104.60824980371392,102.47335520327272,97.2521858118836,100.18989654183744,109.99245101562032,130.3690676983534,0.1240620672525342,3,-0.0008290439658523,1040.0,1118.0,1060.225,0.9809238605013084,1.0544931500389068,0,0.4375,-11.058160254207476,224,170,64.92227985167604,H,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
45,New Mexico,MWC,30-5,114.84410041981111,23,98.47214700194556,88,0.8542985390801912,45,30,5,14,2,14-2,0.6068705048213133,0.5674214614360675,0.6268868318546282,0.6068705048213133,0.5674214614360675,0.6268868318546282,0.7814804380099357,0.8299803439108278,105.6191821083,100.31409381723468,105.6191821083,100.31409381723468,112.42643865275706,95.76339342718369,134.55899527767178,112.03710554567124,0.8915318958500605,9,0.1385544957623139,1176.0,1063.0,1083.225,1.0856470262410858,0.9813289021209814,0,0.875,4.99631069294399,12,3,66.88146119821987,H,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
158,Boise St.,WAC,14-17,101.99580259847698,183,100.9332940065371,138,0.5300701452721843,158,14,17,5,11,5-11,0.4895892690739089,0.3499778788958272,0.5861695073359136,0.4895892690739089,0.3499778788958272,0.5861695073359136,0.8449998916917892,0.9087978249492328,104.7517980988224,105.14722783391308,104.7517980988224,105.14722783391308,101.42890500486516,99.66481297106868,105.4721551748208,104.7642137601982,0.5193527169081784,4,-0.0849368509027928,1175.0,1187.0,1146.15,1.0251712254067968,1.0356410591981853,0,0.3125,-10.695218298463883,218,329,69.83594838843115,N,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
120,Louisiana Tech,WAC,24-11,104.11897848471412,150,99.4294169389286,103,0.6294812281956518,120,24,11,9,7,9-7,0.5309929942125796,0.4380374533164921,0.5740331186932371,0.5309929942125796,0.4380374533164921,0.5740331186932371,0.8169454637830619,0.8438490888619794,105.04618022053786,103.5748185609672,105.04618022053786,103.5748185609672,102.23371776964834,96.32850534521572,116.81030928783078,107.99090844592924,0.7115244232315103,4,0.126100999665414,1126.0,1104.0,1095.1125,1.0282048647969957,1.0081156045611752,0,0.5625,-2.3566876338780016,78,6,67.31636886462162,N,W,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
45,New Mexico,MWC,30-5,114.84410041981111,23,98.47214700194556,88,0.8542985390801912,45,30,5,14,2,14-2,0.6068705048213133,0.5674214614360675,0.6268868318546282,0.6068705048213133,0.5674214614360675,0.6268868318546282,0.7814804380099357,0.8299803439108278,105.6191821083,100.31409381723468,105.6191821083,100.31409381723468,112.42643865275706,95.76339342718369,134.55899527767178,112.03710554567124,0.8915318958500605,9,0.1385544957623139,1176.0,1063.0,1083.225,1.0856470262410858,0.9813289021209814,0,0.875,4.99631069294399,12,3,66.88146119821987,N,L,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
12,Texas A&M,B12,23-10,112.27576878161072,42,91.12004393972684,12,0.9169014730680792,12,23,10,11,5,11-5,0.7277193367423902,0.5461829584153247,0.8379047944041661,0.7277193367423902,0.5461829584153247,0.8379047944041661,0.6301550161985428,0.7572300535247828,110.00300586446042,98.3223374606849,110.00300586446042,98.3223374606849,110.74245409491432,90.648247678631,117.99599571489624,95.3976197553398,0.920185214800418,17,0.0327506402363992,1103.0,1052.0,1056.8,1.0437168811506434,0.9954579863739592,0,0.6875,4.334697884275366,14,87,64.58050310168785,N,L,2010,24,Utah St.,WAC,26-8,116.25521810436076,17,96.14102552324094,59,0.8988649193727173,24,26,8,14,2,14-2,0.545568070925878,0.5129282099198311,0.5404443273644792,0.545568070925878,0.5129282099198311,0.5404443273644792,0.8372470097706841,0.8391184921250207,104.78884797535704,103.14258051267532,104.78884797535704,103.14258051267532,115.07724492071804,94.10911251678918,131.16298275455543,117.20623084580726,0.7847922193340507,2,-0.0705556194204808,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.200673544039346,55,314,60.27588382503479
