rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt", new
95,Indiana St.,MVC,23-13,109.49522094190196,83,101.65175226856451,126,0.7015675220943367,95,23,13,13,7,13-7,0.3934131350270188,0.3136199724224763,0.4205713703289887,0.3934131350270188,0.3136199724224763,0.4205713703289887,0.9054693741663732,0.9360369612480685,101.13003581094264,105.36119579914876,101.13003581094264,105.36119579914876,108.4919480614815,99.41176336931576,101.40724178856064,97.78547457762603,0.6030613784143578,1,-0.11304202359009063,1529.0,1342.0,1392.975,1.0976507116064538,0.9634056605466718,0,0.65,-6.870001593276022,153,357,70.4873974424504
96,Furman,SC,28-8,112.70069831786647,38,104.76432727656163,188,0.6984138995105903,96,28,8,15,3,15-3,0.4063472004409967,0.37130209317929447,0.3768309825559503,0.4063472004409967,0.37130209317929447,0.3768309825559503,0.8842989438159723,0.885167270227688,103.62976781643466,106.05879733337379,103.62976781643466,106.05879733337379,114.9493155976873,103.8674994182147,103.36626193162434,105.17837643620906,0.45020071316442123,4,0.04883221216187705,1473.0,1256.0,1236.875,1.1909044972208187,1.0154623547246084,0,0.8333333333333334,-1.9948251646573845,77,71,68.23609337738982
97,UNLV,MWC,19-13,106.36127170409418,132,98.9573795264043,77,0.6963023126021554,97,19,13,7,11,7-11,0.609107965987603,0.43856377416858755,0.7191974148685831,0.609107965987603,0.43856377416858755,0.7191974148685831,0.7925705338887441,0.8981087811056612,106.8995149556394,101.2911097939787,106.8995149556394,101.2911097939787,107.197077416215,101.15450625747275,118.27220441413787,111.25135750142758,0.6690212411089155,6,0.030174347664010615,1284.0,1332.0,1256.3125,1.0220387045420627,1.0602457589174668,0,0.3888888888888889,-3.442185388254778,101,114,69.4430310921157
98,Saint Louis,A10,21-12,110.82289506506963,60,103.25432129802405,160,0.6928528071846788,98,21,12,12,6,12-6,0.5559180371860295,0.5520070966437641,0.5470321522741837,0.5559180371860295,0.5520070966437641,0.5470321522741837,0.8199522093306725,0.7883490470351623,104.71472532669486,101.4630342025093,104.71472532669486,101.4630342025093,109.51796593897821,102.67789926734062,119.3346651603425,116.67267277244508,0.5644972491260393,6,0.0329965747558425,1341.0,1281.0,1249.2624999999998,1.073433325662141,1.0254049889434769,0,0.6666666666666666,-3.2819926977933767,98,105,69.09501026233201
99,Vermont,AE,23-11,109.72428376659758,77,102.4619914262713,140,0.68729559680133,99,23,11,14,2,14-2,0.43586542429460845,0.5846234759197821,0.3024921524617469,0.43586542429460845,0.5846234759197821,0.3024921524617469,0.8607287109912465,0.7792494901770448,103.3380556976911,105.19878384647505,103.3380556976911,105.19878384647505,111.52264706266917,104.10149881739895,100.8515760864271,98.21554914286075,0.5755621189703546,3,-0.011906703255028961,1224.0,1051.0,1051.7125,1.1638161569820649,0.9993225334870508,0,0.875,-3.8254725087495536,109,194,64.48930889954991
100,Montana St.,BSky,25-10,105.14755146497552,155,98.19514531522668,68,0.687120198176656,100,25,10,15,3,15-3,0.44708166758566464,0.49559679554415104,0.39476637881559706,0.44708166758566464,0.49559679554415104,0.39476637881559706,0.8672613113054414,0.8059878640218561,105.36280000453301,106.00791422339815,105.36280000453301,106.00791422339815,105.15472504891532,97.57970215351511,95.39405562574098,98.60760232418558,0.4058811284186532,3,0.028588490124555777,1284.0,1158.0,1185.1625,1.0833957368715261,0.977081201944881,0,0.8333333333333334,-2.700300523450704,88,120,66.25183032610076
101,UC Irvine,BW,23-12,105.94618438778252,140,99.06339092689088,79,0.6840549837819798,101,23,12,15,5,15-5,0.45960551431279606,0.4643721497496283,0.4380939988492886,0.45960551431279606,0.4643721497496283,0.4380939988492886,0.8596440909501075,0.8209554769204068,102.82806095459418,102.96977886240307,102.82806095459418,102.96977886240307,106.04996114556971,99.87874397191872,104.25873403048935,88.22895702077035,0.8721177793132674,3,-0.017612243742371914,1472.0,1351.0,1386.725,1.0614938073518543,0.9742378625899152,0,0.75,-4.467537962059523,114,210,69.41693433077079
102,San Francisco,WCC,20-14,109.23939664335762,86,102.23155533803478,134,0.6818888677892598,102,20,14,7,9,7-9,0.5733256243480899,0.4453533312062478,0.6644443472257633,0.5733256243480899,0.4453533312062478,0.6644443472257633,0.7850603127496434,0.8600675699329258,107.26412049842436,103.01260990190009,107.26412049842436,103.01260990190009,110.1755428607827,105.52862493411081,125.9236233486232,119.57200083501407,0.6445582454848948,6,0.028426153698003387,1211.0,1263.0,1119.9125000000001,1.0813344792561919,1.1277666782003057,0,0.4375,-3.731882230891777,104,122,68.63342668169662
103,San Jose St.,MWC,21-14,108.3895686072299,101,101.62510879000314,124,0.6772306609113372,103,21,14,10,8,10-8,0.6030527255502911,0.45094562630388185,0.7134698097647443,0.6030527255502911,0.45094562630388185,0.7134698097647443,0.7735850473252627,0.8414642634280189,106.90403090728306,101.44853417827706,106.90403090728306,101.44853417827706,108.99293072724716,101.30214512363699,113.06698162688758,113.02507311470274,0.5010658206592484,8,0.06614776099445085,1204.0,1217.0,1147.0624999999998,1.049637661417752,1.0609709584264155,0,0.5555555555555556,-2.100503279482046,83,44,62.472374859789696
104,Charlotte,CUSA,22-14,107.95128981661169,104,101.49028003177872,119,0.6703451115129163,104,22,14,9,11,9-11,0.5003750434269645,0.36074700894185363,0.5851575545025408,0.5003750434269645,0.36074700894185363,0.5851575545025408,0.8488120818481169,0.9112652907203695,104.04385042587947,103.80553879786386,104.04385042587947,103.80553879786386,107.16835752485493,102.1987134353266,117.07114979128418,110.53713423412951,0.6593612405250772,6,-0.023824061560609344,1313.0,1303.0,1252.3375,1.0484394182878016,1.0404543503648178,0,0.45,-6.480516727011909,145,227,60.32890533803166
105,Temple,Amer,16-16,107.55213632341653,116,101.12672627832904,114,0.6700507587164274,105,16,16,10,8,10-8,0.6318098017814912,0.5645874668841148,0.6693789805656905,0.6318098017814912,0.5645874668841148,0.6693789805656905,0.7683994046239508,0.8423550384055941,106.40773425507956,100.18045941780976,106.40773425507956,100.18045941780976,107.4290199003345,98.30161927695805,124.99629095379494,108.53411143130216,0.8353494544315544,8,-0.011200657779681156,1269.0,1258.0,1234.9250000000002,1.0275927687916269,1.0186853452638822,0,0.5555555555555556,-5.564813988583095,127,192,65.9428711075788
106,Tulane,Amer,20-11,108.74418203827541,94,102.36121338393036,137,0.667220064129565,106,20,11,12,6,12-6,0.5639256652274725,0.35225423514140924,0.6646874062419752,0.5639256652274725,0.35225423514140924,0.6646874062419752,0.7929215299193153,0.9320906006832527,105.34107717347695,102.04196197460682,105.34107717347695,102.04196197460682,110.94114767267666,102.45814245430991,119.33616489883471,115.10208180333643,0.6023910337164172,6,0.07870243813353006,1477.0,1454.0,1381.2375,1.0693309441714405,1.0526792097666042,0,0.6666666666666666,-2.05616529808043,81,30,72.87632102977682
107,Southern Miss,SB,25-8,105.78198897564823,144,99.65091955325371,89,0.6652169305342945,107,25,8,14,4,14-4,0.4515370365965416,0.3318203741131636,0.49872565918504846,0.4515370365965416,0.3318203741131636,0.49872565918504846,0.8588065512215387,0.8828533011999795,104.06334254639569,104.2765257454755,104.06334254639569,104.2765257454755,106.34021554363105,101.63623072809452,111.15784858049855,96.74561832465201,0.8315932694817108,2,0.09868365241609978,1287.0,1227.0,1219.65,1.055220760054114,1.00602631902595,0,0.7777777777777778,-0.7551966559760004,64,18,68.51943137147502
108,Colorado St.,MWC,15-18,110.90710775077835,58,104.57300950198476,187,0.6629093256993248,108,15,18,6,12,6-12,0.63177196213677,0.5048119758838716,0.7101561595571138,0.63177196213677,0.5048119758838716,0.7101561595571138,0.7538123013478564,0.7988972336749663,107.21891553018108,100.35766313976517,107.21891553018108,100.35766313976517,112.10568388871782,107.8255559480702,112.52522503821153,111.02988141825303,0.5383862155360465,11,-0.04121318549217945,1272.0,1345.0,1190.5125,1.0684474123539232,1.1297655421509643,0,0.3333333333333333,-6.710672803672495,151,271,66.21851676669134
109,Colgate,Pat,26-9,112.46786091704047,41,106.1355357431296,215,0.6607036999647286,109,26,9,17,1,17-1,0.35195211128431103,0.4486505954759331,0.27109263120755867,0.35195211128431103,0.4486505954759331,0.27109263120755867,0.9026709882022858,0.8565577052355606,100.5792773862221,106.32304322921713,100.5792773862221,106.32304322921713,110.30626911678699,104.24496889721789,110.52586490782755,116.35936082176752,0.3562934153066093,2,-0.0027310358146644953,1380.0,1172.0,1201.7625000000003,1.1483134146722,0.9752342913013177,0,0.9444444444444444,-3.653517448615045,103,174,67.45218123327035
110,Washington,P12,16-16,103.90454014404679,174,98.27423829198123,71,0.6549055207964668,110,16,16,8,12,8-12,0.6690955207438751,0.5293504560823357,0.740032452666781,0.6690955207438751,0.5293504560823357,0.740032452666781,0.7150533360911852,0.8128514352951955,107.56966563716544,98.98024691778198,107.56966563716544,98.98024691778198,103.61553931906163,97.45824073559044,112.29252202863069,105.71563337964255,0.6668731674263697,12,0.045102291175922904,1367.0,1446.0,1415.8124999999998,0.965523330243235,1.021321679247782,0,0.4,-3.7842285124743453,107,83,69.08748368046277
111,UNC Greensboro,SC,20-12,103.04506818332979,195,97.46609994863715,56,0.6547785438474722,111,20,12,14,4,14-4,0.4241016832317652,0.4885469906273951,0.38161204022756495,0.4241016832317652,0.4885469906273951,0.38161204022756495,0.8782798700303615,0.8235690771125381,104.63071324780825,106.62633997425834,104.63071324780825,106.62633997425834,104.62672630577522,95.65447653085255,99.39813092166392,88.84445643319168,0.7842877641304687,2,-0.05821889859742002,1327.0,1142.0,1207.4125000000004,1.0990444442143836,0.9458242315695752,0,0.7777777777777778,-6.163896165195016,141,302,65.75298607354655
112,Akron,MAC,22-11,108.64485927858895,95,103.03304139432015,153,0.6479176793674706,112,22,11,13,5,13-5,0.4336226836429446,0.4141089354359996,0.4287076233986411,0.4336226836429446,0.4141089354359996,0.4287076233986411,0.8803367655870667,0.876777001161851,104.19104735926652,105.94799515153058,104.19104735926652,105.94799515153058,109.38670619216344,102.39485442257066,0,0,0,0,-0.0072043141880804296,1387.0,1239.0,1208.0749999999998,1.1481075264366867,1.0255985762473359,0,0.7222222222222222,-4.928149295928108,120,185,65.16983193496897
113,Mississippi,SEC,12-21,106.24343706247541,134,100.8326875659704,107,0.6459102625048742,113,12,21,3,15,3-15,0.6670312524729046,0.5615067746424285,0.742425666768209,0.6670312524729046,0.5615067746424285,0.742425666768209,0.7187956931090634,0.7996001417458929,107.99438964736436,99.79799874528936,107.99438964736436,99.79799874528936,106.34918404908234,101.29496805363416,121.31607692815415,113.05088464029923,0.6924195120994604,13,-0.08430586797373146,1205.0,1304.0,1211.125,0.9949427185468056,1.0766849004025183,0,0.16666666666666666,-8.475533346194139,181,339,65.99028289684004
114,James Madison,SB,22-11,105.37330422785638,152,100.02190545504801,93,0.6455147285130177,114,22,11,12,6,12-6,0.4294541604930362,0.3243534495696017,0.48257348154783286,0.4294541604930362,0.3243534495696017,0.48257348154783286,0.8718666868343247,0.8800550528121179,102.69612320648669,104.29376891459394,102.69612320648669,104.29376891459394,102.7227276163027,99.35699734401543,90.29290761606796,91.1007852068241,0.47441328297431457,2,0.0013664124825717439,1306.0,1233.0,1267.5625000000002,1.0303239485232483,0.9727330999457618,0,0.6666666666666666,-4.651913569582555,117,169,70.38138731553602
115,Kennesaw St.,ASun,26-9,105.60515342717207,149,100.34442553247919,98,0.6428221953236483,115,26,9,15,3,15-3,0.44359770510385377,0.4460526673122819,0.40459995887682854,0.44359770510385377,0.4460526673122819,0.40459995887682854,0.85888883087862,0.8019757730994025,104.75104822755759,104.94788893832862,104.75104822755759,104.94788893832862,107.003544643698,101.3097517833888,99.54834590239395,93.69417930167613,0.6675188584160227,4,0.0924609184602756,1413.0,1280.0,1276.5124999999998,1.1069221805505236,1.0027320531526327,0,0.8333333333333334,-1.4263011680295743,69,22,68.42065707600366
116,Grand Canyon,WAC,24-12,111.34513700580175,55,105.95870548932885,212,0.6388163905676719,116,24,12,10,7,10-7,0.504183399782969,0.41851582472460486,0.5336703610111275,0.504183399782969,0.41851582472460486,0.5336703610111275,0.8537448417861413,0.8822073995007622,104.50049957613783,102.2413383454076,104.50049957613783,102.2413383454076,110.75880910500152,108.13474814072646,108.24951064176977,98.84286677238916,0.7398974859050823,2,0.05571372112760531,1267.0,1220.0,1148.1374999999998,1.1035263633493377,1.0625904998312485,0,0.5882352941176471,-3.760289129583281,105,57,64.86127508269104
117,Southern Utah,WAC,24-13,108.58795132073384,96,103.37613535887365,162,0.6377571387149719,117,24,13,12,6,12-6,0.5097158362758158,0.4118297574148534,0.5674314813778238,0.5097158362758158,0.4118297574148534,0.5674314813778238,0.843205681903722,0.8398164921221576,105.42611685978925,102.31733888736652,105.42611685978925,102.31733888736652,109.50995709826935,102.71618982178124,111.48727755962146,103.11709987803633,0.7104396661398195,4,0.05287549693524196,1404.0,1333.0,1303.6499999999999,1.076976182257508,1.0225137115023206,0,0.6666666666666666,-3.7892237557079254,108,62,71.57089661209672
118,Cal St. Fullerton,BW,20-13,104.09928272763159,167,99.25859388264253,81,0.6335764311103113,118,20,13,12,6,12-6,0.4784689065479996,0.4819129183194224,0.45219085102404816,0.4784689065479996,0.4819129183194224,0.45219085102404816,0.8610026612733033,0.8245646789608037,103.55609909475186,103.05163364351003,103.55609909475186,103.05163364351003,104.55122599361239,96.71127023714985,87.56271379404147,96.799165219934,0.23989491778494818,2,-0.012455901186172014,1244.0,1129.0,1196.6249999999998,1.0395905149900764,0.9434868902120549,0,0.6666666666666666,-6.075726163546458,138,196,64.66769371140582
119,Penn,Ivy,17-13,109.9036119869576,73,104.88423298432375,191,0.6312504655683994,119,17,13,9,5,9-5,0.4923562381546931,0.47943766584317904,0.4866480907591068,0.4923562381546931,0.47943766584317904,0.4866480907591068,0.8408391366707844,0.8251977925882675,104.06636482485155,104.03981599342261,104.06636482485155,104.03981599342261,110.1915695687327,102.47387736148279,101.74411011742458,108.99704126571656,0.31176348571474277,4,-0.03706019945092809,1066.0,1008.0,985.2750000000001,1.081931440460785,1.0230646266270838,0,0.6428571428571429,-6.031587969885043,135,260,66.8536609624307
120,UMass Lowell,AE,26-8,107.75691375892723,109,102.95904178934526,151,0.6280327037305827,120,26,8,11,5,11-5,0.2851909657168326,0.23897845970080384,0.3097852065611429,0.2851909657168326,0.23897845970080384,0.3097852065611429,0.9277304162440532,0.9286717199808333,98.43235223610624,107.31005509534438,98.43235223610624,107.31005509534438,108.52649119543298,106.6750056693705,101.86027636769195,100.7671027378695,0.5309817773901871,1,-0.01381025278677328,1234.0,1122.0,1092.9125,1.1290931341713084,1.0266146649434424,0,0.6875,-4.184243332954576,111,199,68.55199137708641
121,Duquesne,A10,20-13,107.77688702118553,107,102.98475891001372,152,0.6278596472000998,121,20,13,10,8,10-8,0.48238625276793207,0.4505183624919601,0.5135696361079747,0.48238625276793207,0.4505183624919601,0.5135696361079747,0.8793187181830374,0.8901858889735512,104.27799446632682,105.04258491952893,104.27799446632682,105.04258491952893,106.96563481912057,100.98631838323826,86.51584634278109,95.4331718651737,0.24450556329258938,2,-0.03455711363599301,1329.0,1266.0,1262.2750000000003,1.0528609059040221,1.0029510209740347,0,0.5555555555555556,-5.963287076780839,132,253,67.95265633498363
122,Middle Tennessee,CUSA,19-14,105.77863174701149,145,101.30399472431925,116,0.6217683799083656,122,19,14,11,9,11-9,0.5541920463646625,0.44888925983238787,0.5899353626461444,0.5541920463646625,0.44888925983238787,0.5899353626461444,0.81813508111387,0.8804535590302276,106.59099716695475,102.49470190913104,106.59099716695475,102.49470190913104,105.81761978543193,100.19298556490648,114.98264533981066,109.3307694533554,0.640984193799164,6,0.03884669464707824,1399.0,1371.0,1341.8874999999998,1.042561317547112,1.021695186817077,0,0.55,-5.192859177094507,122,95,66.82410174997179
123,Butler,BE,14-18,100.62661992954565,247,96.68132691176551,46,0.6130047743596057,123,14,18,6,14,6-14,0.6985721339962988,0.5371260136293728,0.7844546269415729,0.6985721339962988,0.5371260136293728,0.7844546269415729,0.6791443686260754,0.7831452117931533,109.83205685562349,99.87921959570976,109.83205685562349,99.87921959570976,96.8890274131016,97.58437576125566,104.8561346024637,103.5941776794253,0.5347547541348313,15,0.05738572668108155,1200.0,1402.0,1322.7250000000001,0.9072180536392673,1.059933092668544,0,0.3,-4.4130547592209055,113,56,65.62610037813157
124,UC Santa Barbara,BW,27-8,110.0284779341894,70,105.732754806441,206,0.6125352631980571,124,27,8,15,5,15-5,0.4352076319203792,0.3668317153744532,0.4451300440593237,0.4352076319203792,0.3668317153744532,0.4451300440593237,0.8887994110127371,0.9121785373227073,102.31812153168933,103.94305660096114,102.31812153168933,103.94305660096114,112.03168333044084,106.83190004550933,98.9224606295469,97.81950684142672,0.5321907853474701,1,0.12523040068381386,1431.0,1317.0,1280.1,1.117881415514413,1.0288258729786737,0,0.75,-1.5124377971880922,70,5,64.44244250422973
125,Towson,CAA,21-12,107.66281797614027,115,103.78455818591351,169,0.6039381889937772,125,21,12,12,6,12-6,0.41480091878158426,0.43509865643949686,0.3823346537960886,0.41480091878158426,0.43509865643949686,0.3823346537960886,0.880347975394282,0.8676862028101516,101.39778109710068,105.60025026445905,101.39778109710068,105.60025026445905,107.57384809144271,103.88501448004949,119.55012031271231,106.46974449063508,0.7912638916212825,2,-0.01095620336561276,1313.0,1193.0,1191.5124999999998,1.101960743173068,1.0012484132562607,0,0.6666666666666666,-5.973912974304914,133,190,64.60361381689602
126,Tarleton St.,WAC,17-17,103.96703626043083,170,100.37580239280663,99,0.5997098563718034,126,17,17,8,9,8-9,0.5135568437953776,0.46683716645475626,0.5484673315706176,0.5135568437953776,0.46683716645475626,0.5484673315706176,0.8306459271364603,0.8010772777768059,105.63316514990761,102.09460600095785,105.63316514990761,102.09460600095785,102.91424302023427,100.0297939283103,90.62673084745718,91.75551130948084,0.46447224070036247,3,-0.05228691592575796,1153.0,1174.0,1154.45,0.9987439906448958,1.0169344709601975,0,0.47058823529411764,-7.695922240680729,163,292,66.37635929558596
127,Belmont,MVC,21-11,110.19917192875266,65,106.40949750521567,225,0.5992731049054493,127,21,11,14,6,14-6,0.456992826180629,0.4764303570524747,0.43407344940544645,0.456992826180629,0.4764303570524747,0.43407344940544645,0.8814798383249268,0.8848488014278563,102.95543211054873,104.23740849872704,102.95543211054873,104.23740849872704,108.58385654622184,105.05502895674448,82.15269474162807,91.76058280492666,0.21892592827106896,1,0.0379995704967615,1506.0,1407.0,1377.0625,1.0936322788544457,1.0217401170970817,0,0.7,-5.053201747750415,121,96,68.32304856342992
128,Loyola Marymount,WCC,19-12,107.74289788592989,110,104.08128992607857,173,0.5981155230716294,128,19,12,9,7,9-7,0.579212875670568,0.4845466489764597,0.6508878357620212,0.579212875670568,0.4845466489764597,0.6508878357620212,0.7938033034252975,0.8581185336075933,108.12557495609613,103.31300513060323,108.12557495609613,103.31300513060323,108.43788678552517,104.15920078755741,109.47005798079041,105.3176733770305,0.609379087210665,5,0.11143833281921434,1206.0,1222.0,1116.7375,1.0799314968826605,1.0942589462608716,0,0.5625,-2.9383476901102,92,13,67.11034548442102
129,Eastern Washington,BSky,23-11,109.91807196567837,72,106.44562347437471,228,0.5912563821042012,129,23,11,16,2,16-2,0.4603963741510199,0.47863336804334305,0.4052389592527942,0.4603963741510199,0.47863336804334305,0.4052389592527942,0.8606259822726061,0.8375590005490527,103.81916632261672,104.78127593599005,103.81916632261672,104.78127593599005,114.36179449125446,108.18522791305443,110.01060188937697,98.4998362395758,0.7809141139457235,3,0.0802067440698575,1444.0,1304.0,1222.3374999999999,1.1813431233190508,1.0668084714737134,0,0.8888888888888888,-4.164894042903777,110,27,68.51621504043429
130,Davidson,A10,16-16,106.97317025207363,124,103.76298673933529,167,0.5867122539734179,130,16,16,8,10,8-10,0.5242295075431074,0.4434908298319671,0.5663044163816081,0.5242295075431074,0.4434908298319671,0.5663044163816081,0.8411573681069701,0.8572712121293611,104.27588942667799,102.49776236156067,104.27588942667799,102.49776236156067,107.82720347903609,102.44174629494114,106.54550110871743,106.07260725851486,0.512786076056244,4,-0.04736094265235502,1228.0,1207.0,1170.4125,1.0492027383507951,1.0312603462454477,0,0.4444444444444444,-8.427239209688373,179,284,65.15520660822291
131,Syracuse,ACC,17-15,108.96771216432477,89,105.71286782339962,205,0.5863113788467292,131,17,15,10,10,10-10,0.5977961166614442,0.41131223026373254,0.6930936603789324,0.5977961166614442,0.41131223026373254,0.6930936603789324,0.7984515459564944,0.894569985524998,107.12002096864359,102.80652146664607,107.12002096864359,102.80652146664607,109.98307973948786,105.98905639014531,109.1394722834668,112.40606089571726,0.4160161689976865,6,0.049479201327134514,1463.0,1499.0,1360.2499999999998,1.075537585002757,1.1020033082154017,0,0.5,-5.654918517028125,128,69,67.16829527024515
132,Fresno St.,MWC,11-20,103.15065261270036,193,100.20150735058337,95,0.5826312468252355,132,11,20,6,12,6-12,0.6186706751262279,0.4761328842571304,0.7112381662296128,0.6186706751262279,0.4761328842571304,0.7112381662296128,0.782797213529372,0.8450251181742101,107.93158109786064,102.00755109365167,107.93158109786064,102.00755109365167,102.39749750653344,99.62924744081018,100.217303918789,97.51292767029395,0.5780059451937187,6,-0.09128648032229658,1124.0,1218.0,1145.375,0.9813379897413511,1.0634071810542398,0,0.3333333333333333,-10.243467797185874,220,343,63.96868849977356
133,Utah Tech,WAC,14-19,107.6847830724966,113,104.89801452720339,192,0.5748156417684757,133,14,19,5,13,5-13,0.5044273921918951,0.4120238202692622,0.5606396622070497,0.5044273921918951,0.4120238202692622,0.5606396622070497,0.8352792391706282,0.8155453275775499,104.95721039727734,102.57170380996055,104.95721039727734,102.57170380996055,105.21491977742015,104.60579834548872,105.96372081406942,104.21380664886783,0.5477291796269947,3,-0.11780087341390238,1325.0,1357.0,1287.725,1.028946397716904,1.0537964239259159,0,0.2777777777777778,-11.042430485444495,236,358,68.61759566609352
134,Notre Dame,ACC,11-21,108.54022365967145,98,105.7506412891623,207,0.5743019209059517,134,11,21,3,17,3-17,0.5962553328986692,0.44591109385448513,0.6702079449509799,0.5962553328986692,0.44591109385448513,0.6702079449509799,0.7944843776761045,0.8927482337370651,107.38610440907156,102.79525754646963,107.38610440907156,102.79525754646963,108.2778238108934,106.73533920753293,128.3479936649075,118.86991905936353,0.7072837500874191,8,-0.1349149629463096,1379.0,1493.0,1322.5874999999999,1.0426531325904715,1.1288478078009963,0,0.15,-11.615462072751685,243,361,64.69852342003193
135,Hawaii,BW,22-11,100.54765279923966,249,98.09613114835972,67,0.5704933308602714,135,22,11,13,7,13-7,0.43165500254569356,0.38550169155776365,0.44925091771060127,0.43165500254569356,0.38550169155776365,0.44925091771060127,0.9013166303188139,0.9227696529473138,102.23317418099084,104.82280074233459,102.23317418099084,104.82280074233459,100.495539802843,98.70059995489942,0,0,0,0,0.032337474592202375,1322.0,1255.0,1307.875,1.010799961770047,0.959571824524515,0,0.65,-5.747081143644667,129,108,64.46305045164941
136,Georgia Tech,ACC,15-18,104.7246218431332,159,102.23581045544486,136,0.5687126689612862,136,15,18,6,14,6-14,0.576827873933039,0.37352387366257217,0.6861204972709974,0.576827873933039,0.37352387366257217,0.6861204972709974,0.7909761243474315,0.8572115483423016,107.99802925585217,102.78921539885299,107.99802925585217,102.78921539885299,102.33904261932278,102.22208288054694,107.22441155735319,111.32400611091752,0.3937702839041885,8,-0.02025769722623566,1335.0,1466.0,1347.3374999999999,0.9908430515739376,1.0880718453987959,0,0.3,-8.12383253798534,174,218,66.46657190742467
137,Air Force,MWC,14-18,105.3669531361214,153,102.94289411091475,150,0.5665179484171904,137,14,18,5,13,5-13,0.5549507537229103,0.3031515977058749,0.7256578822592762,0.5549507537229103,0.3031515977058749,0.7256578822592762,0.8138461385243619,0.9520993333236076,106.01764350504739,103.61984704589423,106.01764350504739,103.61984704589423,105.6231851125911,105.32229030757905,124.25691046712502,125.490174047828,0.4716364650610275,5,-0.06696953208421996,1161.0,1269.0,1141.6625,1.0169380180219636,1.1115369034193556,0,0.2777777777777778,-9.39555363735122,196,315,62.99833812329531
138,Ohio,MAC,19-14,109.28414819072515,85,106.78024829909697,233,0.5662460931339499,138,19,14,10,8,10-8,0.4333973123270926,0.44137028377397336,0.40764287869299654,0.4333973123270926,0.44137028377397336,0.40764287869299654,0.8745533873667151,0.8556968784830196,104.58266064247532,107.09308277489967,104.58266064247532,107.09308277489967,109.94552611109553,109.58572868409246,102.73731116021095,88.36718385547886,0.849764957669256,1,-0.031336362638442083,1430.0,1349.0,1255.8249999999998,1.1386936874166387,1.0741942547727592,0,0.5555555555555556,-7.699381706560537,164,244,68.07001057600101
139,DePaul,BE,10-23,106.70073218356694,127,104.2701404866439,180,0.565863607188608,139,10,23,3,17,3-17,0.7182235677322014,0.5656906726500409,0.7890749050373711,0.7182235677322014,0.5656906726500409,0.7890749050373711,0.6784449054131372,0.8047367016752897,109.63319973195595,98.90911970302629,109.63319973195595,98.90911970302629,105.54893524264601,104.01041750372192,114.97527043140761,112.98442337995083,0.5500497428535892,15,-0.026319709948384895,1395.0,1582.0,1417.6999999999998,0.9839881498201313,1.1158919376454823,0,0.15,-8.808022615538551,187,233,68.68671088946772
140,South Florida,Amer,14-18,105.24670446981423,154,103.03342202761125,154,0.5608021075348312,140,14,18,7,11,7-11,0.5444657253753996,0.39476064210754447,0.657466884328366,0.5444657253753996,0.39476064210754447,0.657466884328366,0.8019373084480546,0.8820390198866238,105.17998171593678,102.81146514645529,105.17998171593678,102.81146514645529,108.19044524749664,102.29704325443147,115.32711659318402,104.14081287424354,0.7637462636018558,7,-0.0741479826042335,1337.0,1368.0,1291.6875,1.0350800793535588,1.0590796922630281,0,0.3888888888888889,-9.199608356817437,189,327,68.21628877946112
141,Stephen F. Austin,WAC,19-13,103.9480333350931,172,101.77208057721973,129,0.5605232204023503,141,19,13,11,7,11-7,0.4585914451057731,0.35317279669793555,0.5282702358083464,0.4585914451057731,0.35317279669793555,0.5282702358083464,0.8797035547878777,0.9197505344859886,104.07280798063611,103.8247941406985,104.07280798063611,103.8247941406985,104.31514147928445,99.72740612010921,94.33236522973613,129.21328922382133,0.026125741079831222,1,0.003007975374598959,1325.0,1292.0,1287.0,1.0295260295260296,1.0038850038850038,0,0.6111111111111112,-6.993289209795687,154,166,69.08825973498455
142,Samford,SC,21-11,107.66458813948208,114,105.57753300667287,203,0.5560420488921669,142,22,10,15,3,15-3,0.36698901814439755,0.3215977733163964,0.392375029450578,0.36698901814439755,0.3215977733163964,0.392375029450578,0.9009648650257304,0.8910386409063098,103.08656491306841,106.71898527053347,103.08656491306841,106.71898527053347,109.29260116921895,106.21197755743509,113.3721269385358,100.55002276545504,0.7990283508579272,1,-0.005683050092252007,1409.0,1283.0,1238.9125,1.1372877422739702,1.035585644668207,0,0.8333333333333334,-6.085707132041631,139,182,67.87523263311768
143,LSU,SEC,14-19,105.8643957920331,142,104.18384668169074,175,0.5458760590884787,143,14,19,2,16,2-16,0.6344868860983797,0.40566251240484286,0.7984180270891608,0.6344868860983797,0.40566251240484286,0.7984180270891608,0.7395673947985268,0.8975315876654386,107.67409067961347,101.0248852849132,107.67409067961347,101.0248852849132,104.42054629577248,106.19978017071702,117.52843186974935,119.71602036686413,0.44717663099390503,12,0.01296546431401785,1147.0,1347.0,1184.925,0.9679937548790009,1.1367808089119564,0,0.1111111111111111,-7.298937821130007,158,148,65.77206409683704
